9350:17,302,654,616,58,8,84,650,736,518
9357:83385,80021,9760,986,7585,20184,82233,82234,82235,82232
9359:302,654,616,58,84,8,518,29,564,542
9364:5389,17,616,302,654,58,8,542,518,84
9368:3718,4702,9767,5066,30980,888,962,29158,58912,60740
9369:17,76,168,508,8,302,719,616,564,70
9371:302,654,616,58,518,29,76,650,301,138
9381:1913,76,17,361,302,866,2848,2139,698,654
9389:2939,39645,45970,32076,109119,7194,63225,95029,97686,72606
9394:65,654,58,616,84,29,8,76,1102,650
9400:17,302,58,29,8,84,76,542,518,15
9402:9815,82230,82232,82231,82229,82226,82227,82228,82237,82238
9420:5017,18867,302,654,616,58,84,8,29,518
9431:17,8,542,302,508,1023,787,70,654,354
9432:17,302,654,8,616,58,518,29,354,736
9433:16952,2495,327,25027,554,12750,73797,65982,77882,109750
9437:53318,64165,17,76,616,654,564,542,302,58
9442:17,780,226,262,302,654,70,76,58,616
9443:302,654,58,84,8,518,76,29,650,542
9451:302,58,616,84,29,8,76,1102,354,650
9473:22777,17,76,226,780,302,616,564,262,58
9474:5078,82231,82226,82230,82227,82228,82229,82237,82236,82239
9486:2469,22008,28752,162,4568,50707,15360,45,94987,115711
9487:3476,8105,483,17,302,654,616,58,84,8
9489:3632,17,654,58,616,29,84,8,650,76
9494:17,508,4755,2548,76,8,564,302,616,518
9498:4926,82228,82229,82230,82225,82226,82227,82231,82236,82237
9499:64290,654,17,616,58,302,542,61,15,289
9500:17,76,616,302,654,58,8,542,736,518
9507:53415,17,616,302,654,8,518,58,542,84
9514:9961,63098,36401,45791,19244,23317,1989,9961,85292,82232
9525:518,17,302,654,616,8,84,58,518,76
9528:542,353,17,616,245,654,302,518,354,1951
9531:262,262,35368,33574,79458,18632,8384,899,51482,31773
9535:124,76,17,616,302,654,58,8,736,542
9538:3404,709,53001,17,302,58,654,8,650,518
9541:29477,3966,2268,3207,52271,226,1410,96167,121835,70330
9553:16056,108638,546,122169,2579,2254,1205,873,111574,7240
9568:7622,7334,2543,12861,311,1011,9435,1547,203,19152
9570:17,302,616,84,654,8,58,508,76,518
9571:11626,76,81,698,17,508,25481,327,302,2139
9573:76,564,17,698,616,302,58,2414,81,4
9576:10038,82229,82230,82231,82226,82227,82228,82232,82237,82238
9580:63579,12811,17,616,302,654,518,84,58,542
9590:17,302,58,518,542,29,650,354,289,61
9593:1348,302,654,616,58,84,8,76,29,1102
9606:5254,17,508,76,616,564,81,302,70,542
9612:1958,3431,559,322,302,616,58,8,29,1102
9613:17,616,302,654,76,650,542,518,15,8
9614:18639,1567,239,2868,6073,4257,1558,5299,1578,931
9630:14498,76,719,984,17,564,5480,8860,1400,81
9665:84,378,17,58,84,29,8,650,518,542
9666:398,11644,398,17,2447,9388,5598,302,13388,14964
9668:9289,17,302,654,616,58,76,8,29,84
9680:17,302,654,616,58,650,564,29,8,84
9685:17,654,58,616,302,542,518,61,8,364
9693:17,654,302,616,58,84,564,8,518,76
9694:17,70,76,302,654,138,616,58,354,84
9696:924,924,301,17,31527,1539,176,2547,8011,542
9711:6432,6720,36868,36887,88297,27741,36005,5567,50506,223
9722:46215,8651,3632,17,302,654,616,58,8,518
9727:39860,17,616,302,654,58,650,76,542,8
9742:1348,17,302,76,616,654,58,8,29,236
9745:4563,17,654,58,84,518,542,564,15,354
9752:8066,2139,14080,14082,6384,1544,40170,29521,6411,24799
9753:15242,17,302,1119,84,654,70,8,245,616
9755:17,654,58,616,29,84,650,8,76,1102
9757:59623,21879,301,17,23599,48361,3966,84,302,26093
9786:302,654,616,84,58,8,29,76,354,650
9808:17,616,542,654,302,15,58,8,518,32
9810:5253,1122,33683,33720,23398,1406,9448,65938,2744,22510
9812:7760,302,58,616,84,29,8,1102,354,76
9813:18532,65,17,616,302,8,654,245,542,518
9818:17,82231,82230,82232,82228,82229,82227,82237,82238,82239
9820:422,4268,245,17,15,518,61,94,2233,1405
9824:1002,4513,1744,17,710,245,3618,774,508,6315
9827:17,131,17,616,302,654,58,8,518,542
9831:168,719,984,5480,8860,1326,463,1400,5738,574
9834:65,17,616,302,654,58,8,542,76,518
9837:17,654,616,29,84,8,650,76,1102,6
9839:17,76,698,616,81,302,654,564,70,58
9840:11991,4487,17,10365,245,4268,353,518,616,1703
9864:9387,190,3,15,17,654,58,29,616,84
9879:17,654,616,564,302,15,94,542,1549,322
9890:1240,3476,116,8730,17,302,654,58,84,8
9891:654,58,616,8,29,76,518,354,138,301
9892:17,8,245,616,61,654,15,302,32,542
9896:17,616,8,654,302,518,58,245,542,15
9899:302,654,84,58,616,866,29,8,354,76
9900:1348,46215,17,654,302,616,8,29,650,84
9911:616,84,17,654,1305,167,5567,302,1382,953
9926:302,654,58,84,8,29,518,76,650,354
9927:119,116,356,1217,518,650,564,1102,138,61
9929:302,654,616,58,84,8,76,29,518,354
9944:56364,49920,1164,12222,14201,36269,48271,4462,83954,44984
9945:18287,17,327,8,76,508,616,654,542,81
9946:10503,17,8454,81,76,840,14508,27291,605,5767
9961:2178,18536,119109,22632,63691,43881,647,18004,104813,53427
9984:29024,53847,12550,96683,46837,74617,45073,2270,1245,80398
10030:363,302,654,616,8,84,29,518,542,15
10040:168,76,984,1326,463,5480,1460,2318,5738,801
10050:17,302,616,8,654,76,84,58,542,736
10051:409,35144,45,56594,654,6450,1187,875,17,2162
10073:17,654,302,58,616,29,650,15,542,861
10078:16996,82229,82230,82225,82226,82227,82228,82231,82236,82237
10082:302,654,616,84,58,8,76,518,29,354
10084:91352,52056,301,3068,104526,70,226,3599,10662,1295
10086:17,302,29,654,564,15,518,61,84,616
10088:22059,81719,28632,698,8419,25368,40142,40,31342,16151
10090:2139,890,17,40,76,866,564,361,4880,698
10110:302,654,616,58,84,8,29,76,518,1102
10111:17,302,616,654,58,8,542,518,245,15
10115:8,182,224,1245,97,245,20485,7446,10012,76
10117:17,616,654,302,58,542,8,518,15,1086
10130:17,302,70,654,84,616,518,1382,8,508
10132:17,616,302,542,65,327,58,654,508,15
10133:138,3610,117,698,380,3613,1884,704,500,224
10136:9722,17,302,654,616,564,58,650,8,84
10140:17,302,654,58,616,29,84,8,650,542
10148:14498,17,76,719,302,616,564,654,58,8
10155:1410,5303,5582,103,356,10930,17,302,654,616
10156:2715,1460,1326,76,297,508,168,226,5738,81
10194:17615,302,654,8,616,58,29,354,76,650
10196:302,58,616,84,29,8,76,518,354,650
10200:2403,1524,3506,970,245,17,947,4487,353,899
10210:17,302,508,76,616,70,8,226,654,1023
10233:18156,1592,58227,17,1208,26628,13411,33833,2548,100785
10235:3282,226,3060,6320,508,17,76,225,719,8
10236:65107,33195,49842,98423,92484,115745,605,2377,13568,102580
10237:7624,2816,17,302,654,8,58,616,518,29
10249:138,656,273,1462,2013,1393,89489,4326,188,10125
10254:285,654,17,302,58,616,29,542,84,6
10267:616,29,8,354,518,76,650,736,542,289
10275:6129,1382,17,1126,1539,1535,899,1786,302,2531
10276:454,302,654,616,58,84,518,650,29,564
10279:1550,616,17,302,654,58,861,8,542,6
10302:495,4113,1324,285,1567,58,616,84,8,1102
10303:22218,76972,1930,17,496,40,17448,38577,924,947
10304:1535,239,193,58,755,654,29798,302,3,354
10306:2059,3476,16811,46215,17,654,616,8,29,650
10313:3233,5928,3824,559,17,654,616,302,58,8
10317:30634,302,654,84,58,616,8,29,1102,354
10335:6500,669,41662,12968,76,24431,2856,18152,947,87381
10339:559,875,9617,119,654,616,58,518,29,76
10342:119,559,17431,1476,17,654,616,302,8,518
10346:51326,238,7742,564,57778,8167,68201,2414,31879,38501
10359:302,654,58,616,84,8,1102,354,650,76
10364:17,616,542,8,902,32,1196,1086,826,364
10366:654,58,84,29,76,650,15,564,1102,6
10371:17,76,616,564,58,654,302,81,2139,542
10377:654,17,302,654,58,616,84,101,8,518
10378:97626,18935,2153,463,168,8860,82229,82230,82234,82228
10387:48539,53812,82232,82227,82231,82228,82229,82230,82237,82238
10388:568,819,5048,354,17,302,654,616,58,8
10392:82229,82230,82231,82228,82225,82226,82227,82237,82236,82239
10408:840,2548,10541,5111,14793,197,27070,5627,8069,7160
10420:17,58,302,654,8,76,29,84,650,542
10427:3039,59380,9711,32,2302,4996,3039,616,23688,47065
10439:84,29,8,76,650,354,518,138,542,301
10445:17,84,518,302,616,654,58,1102,76,564
10454:17,616,124,70,654,1023,15,58,302,245
10471:1405,17,302,654,58,616,8,518,29,354
10478:5254,17,17,302,58,616,84,8,76,518
10479:564,5292,70,70299,30754,518,616,787,76,659
10480:17,58,302,654,8,542,76,518,650,84
10488:302,654,616,58,84,8,29,518,76,1102
10502:41101,28760,22678,11241,58923,38702,42323,49575,53201,110086
10513:124,17,8,654,84,302,616,518,58,902
10523:508,441,17,1002,1744,245,8,76,710,302
10543:245,2715,1744,17,441,302,4268,564,508,2548
10554:2092,82230,82231,82232,82229,82226,82227,82228,82237,82238
10563:378,302,654,616,84,58,899,8,518,650
10564:8066,2829,311,2675,302,654,58,616,84,8
10570:303,8109,17,58,616,29,84,650,8,76
10573:533,82230,82229,82231,82226,82227,82228,82235,82236,82237
10580:17,302,654,616,84,58,564,76,8,1102
10636:236,302,654,616,84,29,8,76,354,650
10655:17,654,302,84,58,616,301,29,8,1102
10691:17,542,616,15,364,61,654,58,103,999
10693:17,654,302,84,8,29,76,564,518,650
10698:17,302,654,58,29,8,650,84,861,542
10707:10682,82232,82231,82228,82227,82230,82229,82233,82238,82239
10710:10012,449,58,616,8,76,650,518,70,542
10726:69494,22655,103120,55872,12512,33807,75513,2215,5767,650
10747:82229,82230,82228,82225,82226,82227,82235,82236,82237,82234
10758:65,17,302,616,58,654,8,518,542,76
10770:17,311,76,7622,2543,7334,8,787,11855,2215
10779:29,82227,82228,82229,82226,82237,82224,82225,82234,82235
10794:616,616,302,17,654,58,861,650,8,84
10801:76,17,564,616,58,698,302,654,2414,650
10807:18143,2387,58829,157,61146,17,1119,8,518,245
10820:38085,48277,36039,4032,64104,28525,1410,17,45368,52547
10842:82231,82229,82230,82226,82225,82228,82227,82232,82237,82238
10843:559,17,302,654,616,58,8,518,29,542
10844:17,70,76,1535,1462,138,542,302,1023,654
10845:9289,10770,6503,3672,7021,17567,5545,1495,8,17
10854:13566,54897,51617,78928,45662,23368,16689,41850,56956,5319
10858:530,17,616,654,302,58,542,8,518,84
10871:17,58,302,654,616,45,29,542,8,650
10892:6,65,17,9318,674,1703,11861,77950,8019,2239
10905:11717,82229,82231,82230,82226,82227,82228,82232,82237,82238
10908:17,518,84,302,616,654,58,1102,76,564
10913:19442,22926,12869,20118,12306,616,17,840,46072,27944
10920:1476,22606,302,654,616,58,8,518,84,76
10955:17,48,1187,302,2162,84,654,70,354,875
10956:544,302,654,84,616,58,518,1102,29,76
10968:616,17,654,302,58,542,564,8,861,518
10991:17,616,76,81,302,70,654,58,564,8
10999:11122,17,654,616,58,84,29,518,76,1102
11000:4616,17,780,262,226,302,76,70,654,5767
11022:244,302,654,616,58,84,8,76,29,518
11034:17,654,58,29,84,8,76,518,564,1102
11037:11626,311,1011,11855,76,9435,17,17486,4625,8867
11047:17,1359,6243,1127,8,15,616,654,302,518
11055:2703,82229,82230,82228,82225,82226,82227,82231,82236,82237
11099:97,17,654,302,616,58,542,29,8,650
11105:952,559,2789,302,654,616,8,518,29,354
11110:2139,17,76,8,508,302,564,698,654,58
11118:14612,32331,1077,19749,26000,43864,16029,6475,71023,27788
11132:17,245,4755,189,508,302,616,76,564,710
11134:18867,17,76,616,302,8,654,58,70,564
11135:65,17,302,616,654,58,8,518,15,84
11149:302,654,58,616,8,518,354,650,76,301
11150:5975,11590,17316,1337,4040,5319,7926,14814,13341,8772
11193:17,429,654,616,8,76,302,58,542,508
11211:4554,3288,78027,47174,40719,27427,6901,20204,76007,88782
11222:19544,34240,50369,76,96442,30759,15,899,17,35016
11228:441,17,245,1002,508,1744,1410,8,76,302
11240:82229,82230,82231,82228,82225,82226,82227,82232,82237,82238
11259:669,82230,82231,82232,82229,82227,82228,82226,82233,82238
11264:17,654,58,616,29,84,650,8,76,1102
11273:616,58,84,29,1102,650,76,138,301,101
11278:16105,17,302,654,58,616,29,650,76,8
11279:2405,13926,19000,35846,118856,58982,52989,113529,30455,15625
11280:298,2614,82230,82229,82228,82225,82226,82227,82231,82236
11287:302,654,616,58,8,1102,518,29,76,354
11332:31188,168,698,103201,1097,43198,103220,98337,45782,3484
11360:82229,82230,82231,82228,82225,82226,82227,82236,82237,82238
11363:17,302,654,866,58,616,76,84,70,354
11378:17,70,76,616,302,654,564,58,8,81
11388:901,16804,190,4267,43418,34115,51943,23839,654,25652
11394:17,518,8,302,616,654,65,327,84,564
11404:19963,17,616,302,654,58,76,8,84,518
11414:17,302,654,138,616,6,301,58,61,29
11418:6024,76,984,17,564,8860,1400,508,226,1352
11419:1545,302,654,616,58,84,8,29,76,650
11426:21816,236,17,654,776,12253,302,14750,10075,4203
11427:4575,25910,12332,76,3054,226,3477,3126,367,70
11428:17,302,654,58,84,616,354,8,1102,29
11431:285,82229,82230,82231,82228,82225,82226,82227,82235,82236
11437:1902,17,76,616,508,302,226,58,564,654
11439:17,245,5117,8,542,15,131,616,518,4268
11444:518,17,654,58,616,29,84,8,650,76
11458:6346,483,1196,58,4083,422,17800,24893,658,9716
11462:65,17,616,302,76,542,564,245,8,508
11463:1405,8276,58,29,76,542,15,354,101,289
11484:34601,17,616,302,654,58,542,518,15,8
11507:17,616,302,654,58,8,650,542,518,736
11510:190,650,17,654,616,58,84,29,518,650
11511:2520,2520,76547,710,18210,13059,4413,12158,52469,116222
11525:19963,2361,302,17,654,58,616,84,650,8
11529:29,301,302,17,654,58,29,616,84,542
11535:19963,302,654,616,58,84,8,29,76,518
11537:7478,3378,45191,18705,101304,866,22713,10178,75721,77977
11538:17,58,616,29,84,8,650,76,1102,542
11540:4600,19065,5145,13894,44680,48654,70402,74679,70369,39244
11552:302,654,58,84,616,8,29,76,1102,650
11554:1352,17,10041,3107,1527,189,2880,378,4825,76
11558:17,508,245,1382,873,65,1539,616,947,1126
11569:394,616,29,8,650,518,542,76,15,564
11584:17,302,654,8,76,84,650,564,29,542
11586:55062,1405,119,24467,17,302,616,654,58,8
11603:17,616,302,654,58,29,8,84,542,650
11606:25271,654,58,84,29,650,518,564,542,1102
11614:4719,5598,398,2447,37507,9388,29,70,301,11247
11616:3231,14857,17,302,654,616,58,8,29,542
11651:17,302,616,58,654,650,76,285,224,29
11657:17,84,20954,1058,43414,518,36785,8,8975,1102
11660:17,58,84,616,8,650,354,76,138,518
11670:7029,8683,17,302,654,650,182,58,616,76
11676:780,17,262,226,654,5767,302,3137,76,140
11685:17,302,654,616,58,650,76,564,8,518
11699:5403,44,82230,82232,82231,82227,82226,82229,82228,82237
11700:1568,302,654,616,58,84,8,29,76,1102
11716:2337,302,654,84,58,616,8,29,1102,354
11719:1455,17,302,654,616,58,84,76,8,29
11723:5567,17,654,616,542,302,58,8,84,564
11738:17,1102,302,8,654,616,518,58,354,29
11749:81,226,3423,654,986,262,70,780,17,13544
11775:17183,6135,17,654,302,616,70,84,8,58
11781:8730,119,17,654,616,58,84,8,29,518
11788:17,76,564,901,654,302,616,2139,354,698
11795:10985,2008,4510,1287,17,616,302,76,245,508
11799:10039,82229,82230,82228,82225,82226,82227,82231,82236,82237
11818:17,58,654,616,787,84,302,518,322,542
11825:17,70,616,76,302,654,58,81,138,354
11835:17,58,29,616,84,1102,650,8,76,354
11836:1326,135,168,1069,1400,5488,719,2155,175,12984
11838:17,70,931,873,947,1382,518,8,508,654
11839:10345,3521,223,38138,85617,105761,94970,12988,52411,118323
11843:50502,1002,710,441,1744,508,1410,245,1065,3618
11844:755,23356,51436,79048,33681,36220,58,2062,42373,1456
11847:54442,441,4513,710,17,1002,508,1410,1145,84
11851:82229,82230,82231,82228,82225,82226,82227,82235,82236,82237
11856:17,226,302,780,616,70,76,654,508,58
11863:82230,82231,82225,82229,82226,82227,82228,82236,82237,82238
11864:94,82231,82230,82229,82227,82228,82226,82237,82236,82239
11865:17,17,302,58,616,84,29,8,650,518
11883:35382,8364,225,14797,11825,13183,82229,82235,82228,82237
11884:81,76,168,2139,1326,358,2275,1884,8860,5480
11885:17,70,76,302,616,654,8,58,564,508
11892:17,302,616,76,654,58,508,564,542,8
11893:17,302,654,616,58,84,70,76,8,29
11896:17,302,654,616,58,8,650,84,361,736
11910:1927,302,654,84,616,899,58,8,518,29
11913:761,17,302,654,58,616,84,70,354,29
11922:17,654,302,616,29,84,8,76,650,289
11928:17,302,616,654,58,224,8,650,84,76
11929:3137,1220,65,654,84,29,8,650,518,542
11939:17,616,8,302,654,58,76,564,518,650
11956:654,616,84,29,8,76,650,518,542,1102
11962:81,76,40,17,238,262,302,564,650,2139
11968:17,302,873,616,245,8,654,508,70,1382
11972:17,302,8,84,873,616,58,654,70,564
11979:866,17,302,654,76,354,29,616,58,84
11983:1039,17,654,58,616,84,8,650,76,1102
11988:5753,15,1196,302,654,616,58,84,8,29
11990:110421,79005,20452,122719,107724,23393,3484,12505,35032,4357
11996:8725,82231,82233,82232,82228,82227,82230,82229,82238,82239
11999:7630,245,441,1744,17,2715,1410,710,508,1205
12008:1508,17,616,654,58,302,542,15,518,8
12010:55062,17,245,8,61,616,302,564,508,1744
12011:34099,17,616,302,58,654,650,8,542,76
12027:17,302,654,616,58,564,650,8,84,29
12028:1217,5465,2316,4578,654,84,8,650,76,1102
12037:6759,17,302,654,616,29,8,76,84,15
12047:17,616,2139,8,508,518,76,302,58,654
12050:53415,17,654,616,518,650,76,354,542,138
12067:76,4146,2528,12093,6117,16658,4093,564,28389,45287
12084:8730,17,654,29,8,84,650,76,518,15
12094:168,984,463,76,1400,661,574,5480,2642,4877
12130:17,8,518,289,1196,616,1804,302,61,508
12170:17,302,654,616,564,58,650,8,84,736
12199:790,10408,8,21813,650,17,36085,27340,873,891
12211:6901,1651,10692,16658,2528,8783,12093,6117,2354,8129
12213:5739,9864,13207,60295,33950,40,1973,3081,826,13835
12232:17,654,302,29,8,84,542,76,650,518
12234:65,17,302,654,616,8,58,76,518,84
12235:1240,8730,17,302,58,616,29,84,1102,8
12237:10291,20288,30139,2337,17,3307,1050,30152,5567,40898
12239:75790,17,76,2139,262,500,70,805,564,616
12263:17164,387,17,8,616,302,654,84,58,542
12268:944,17,616,58,302,654,76,542,564,61
12271:17,76,81,70,616,58,8,226,508,654
12272:3256,427,17,616,654,542,302,58,8,518
12296:17,899,1187,48,1119,84,245,302,518,8
12310:124,1109,8276,22606,17,302,654,616,8,58
12327:17,302,654,616,58,564,650,8,29,542
12328:17,899,302,84,654,616,354,1119,8,76
12356:5465,17,302,616,654,8,508,518,84,58
12360:116,285,302,654,58,616,84,8,354,1102
12364:65,302,654,58,84,8,29,76,518,650
12373:28945,10048,698,14890,8102,21640,10305,23051,19795,11358
12375:47623,931,1790,8,47601,787,1412,518,542,902
12376:22218,2549,17,76972,1930,40,947,1787,924,496
12379:65,327,508,119,17,1405,1287,5567,511,32
12406:986,12710,17,302,654,226,616,138,58,84
12416:1287,302,654,84,616,58,518,1102,29,650
12428:81,82229,82230,82231,82228,82226,82227,82225,82236,82237
12433:5581,17,654,518,8,616,84,302,58,564
12443:65,17,616,8,302,518,654,58,542,32
12453:302,654,1102,8,616,58,354,29,518,76
12464:17,616,302,654,8,58,542,76,225,518
12467:17,245,131,518,76,15,61,94,301,654
12474:17,8,654,84,518,302,1102,616,354,61
12480:6496,17,302,654,616,58,29,542,518,8
12496:8105,654,4414,285,401,2924,16433,36443,65938,15937
12498:901,82231,82232,82233,82230,82227,82228,82229,82238,82239
12505:2139,76,3137,168,719,1682,17,40609,81,226
12512:654,616,58,84,8,650,76,1102,518,542
12531:17,616,302,654,58,564,542,8,650,76
12532:93074,5282,82231,82229,82239,82230,82232,82236,82237,82238
12533:3632,9617,58,616,29,8,518,650,76,354
12534:50937,33008,51633,18370,115121,106285,4138,35882,20096,29546
12536:17,302,58,616,84,518,29,1102,76,650
12540:1348,17,654,58,616,29,84,8,1102,650
12541:17,302,654,226,616,76,84,138,58,354
12544:17,616,302,654,58,518,84,76,15,650
12549:17,302,654,354,29,76,84,58,616,70
12552:17,542,518,616,8,654,15,58,564,84
12555:81,698,2139,262,2275,70,986,508,8899,76
12556:17,17,1102,302,8,654,518,616,58,354
12559:4837,2162,302,654,84,616,58,8,29,354
12562:12637,48208,9354,88524,118834,1884,42440,37930,85003,10503
12564:1023,9894,2976,58,616,84,8,76,354,1102
12568:82231,82230,82229,82227,82228,82226,82232,82237,82238,82239
12573:1548,17,616,58,654,302,15,650,542,29
12587:431,302,654,58,616,84,8,29,76,354
12595:6559,17,76,616,245,654,564,81,542,302
12601:51041,14012,17,302,654,616,226,84,138,58
12604:17468,3250,302,84,29,518,76,650,1102,15
12616:11644,398,2447,17,9629,24211,14964,302,4941,5598
12622:1548,17,654,616,302,29,8,84,542,518
12628:122304,8471,4305,62866,82229,82231,82228,82230,82227,82232
12630:22253,119,17,616,58,654,302,8,15,542
12642:17,654,616,8,29,1102,518,76,650,289
12660:17,616,302,654,58,8,542,564,518,861
12662:59585,3233,559,59585,61,2139,60833,103,18098,4287
12663:17,302,616,654,58,76,8,650,564,84
12669:302,17,654,58,616,29,650,76,84,8
12676:46215,1410,1205,827,4444,1002,710,3618,245,17
12700:5122,1913,76,17,245,1002,508,1744,564,710
12701:17,84,616,302,654,58,1102,101,542,564
12723:710,1002,17,1744,245,76,8,3618,508,1410
12725:3886,17,302,654,58,616,29,650,84,76
12739:12039,2832,24464,129,219,94,105698,65,1446,61
12753:5184,17,302,654,616,58,650,8,29,84
12754:5124,36233,6812,4940,4422,54,175,2342,12404,72017
12761:5214,17,76,564,616,302,2139,654,58,70
12766:81,226,70,17,508,564,2967,616,1749,500
12767:82231,82230,82227,82228,82229,82232,82237,82238,82239,82236
12773:17,931,873,2194,500,616,542,245,564,508
12779:22689,6202,39851,17339,48076,23317,44254,1867,27448,20226
12780:2980,17,616,302,654,8,58,542,76,650
12794:16258,2669,46215,425,1099,17,616,76,302,8
12795:1395,17,654,58,29,616,84,650,8,1102
12796:17,76,361,866,302,654,616,58,2139,564
12799:46545,290,82228,82227,82226,82225,82224,82229,82234,82235
12804:1965,5567,17,302,616,8,508,654,1023,518
12807:14287,19206,11590,12294,17316,8772,5975,14814,7524,1337
12811:673,427,116,17,302,654,616,58,84,354
12836:17,616,654,58,302,542,15,8,861,518
12841:9127,5671,70277,1921,10348,61267,58745,37666,60650,29064
12852:37220,73168,17,302,654,58,616,29,650,76
12860:119,559,114059,654,616,58,29,76,650,301
12885:302,654,616,58,8,650,84,29,564,542
12892:302,654,616,58,84,76,8,29,518,542
12898:15,11522,13221,266,17,302,58,654,616,15
12902:14408,5975,17316,12294,2633,11590,7524,533,7622,14814
12912:4262,17,84,650,76,1102,15,564,354,101
12918:62776,2626,17,302,616,29,84,8,76,650
12928:17,84,302,654,518,616,58,2162,76,1102
12931:12480,4107,13498,3824,17,654,302,616,29,84
12934:3516,616,568,654,17,15,542,58,322,302
12939:1382,226,616,431,6435,1825,1372,1109,826,1551
12956:19912,17,616,58,302,654,542,8,650,861
12967:427,17,654,302,616,58,61,542,245,15
12970:17,302,654,616,58,76,8,29,84,182
12985:3039,654,3001,5512,787,302,44036,17,3560,542
12986:17,302,654,616,564,58,650,8,84,736
12991:17,654,616,302,76,564,508,650,8,58
12998:182,17,654,616,58,302,29,84,8,1550
13004:17,76,616,542,564,58,654,302,70,2139
13019:3484,2194,29960,4292,10905,3717,35032,8008,24790,826
13024:48747,82231,82229,82230,82226,82225,82228,82227,82236,82237
13025:285,117672,82238,82228,82230,82227,82229,82235,82236,82237
13039:533,76,10981,6311,8772,7926,226,17316,17,311
13040:81,1749,7211,140,2967,2379,1888,226,6227,380
13050:82228,82230,82229,82238,82226,82227,82235,82236,82237,82234
13060:1125,82229,82230,82231,82228,82226,82227,82225,82236,82237
13062:5998,8,2656,4300,939,9093,518,4613,84,50946
13071:10041,302,654,84,616,58,8,76,29,354
13080:22205,47712,1144,40888,52642,86137,121481,15553,86,52477
13081:363,654,8,84,650,76,15,1102,101,6
13087:245,17,542,8,616,564,81,4268,787,1987
13092:22603,65,302,58,616,84,29,8,76,650
13094:17,302,616,654,8,84,58,76,736,542
13106:1701,58811,28641,56561,69909,76148,118477,113296,33504,22023
13109:17,616,302,76,654,564,58,542,8,518
13110:17,76,616,564,302,654,58,8,518,15
13116:347,9043,238,508,7981,302,327,698,24467,8226
13152:17,17,654,58,84,616,8,76,650,1102
13153:17,654,58,616,302,76,564,542,698,861
13177:24761,17,302,616,654,58,8,76,84,650
13179:17,302,654,616,564,58,650,8,84,736
13192:82229,82230,82231,82228,82225,82226,82227,82235,82236,82237
13195:15,1058,17,616,302,8,650,654,542,58
13226:55388,55388,111734,46537,83624,83388,82226,82229,82228,82227
13233:17,616,302,58,654,650,8,554,542,76
13259:14889,82230,82231,82232,82229,82226,82227,82228,82237,82238
13264:302,654,58,616,84,8,29,76,1102,101
13269:60010,82230,82231,82232,82229,82226,82227,82228,82237,82238
13280:5542,17,302,616,654,58,8,84,29,76
13285:17,70,616,76,302,654,58,81,138,84
13289:17,654,302,2139,76,616,58,70,698,542
13295:559,302,654,8,84,76,518,29,542,650
13296:924,924,17,302,1539,542,176,500,31496,301
13307:7446,616,12128,402,508,454,2631,1424,4522,654
13312:654,58,616,84,8,354,76,1102,650,518
13319:985,82230,82231,82232,82227,82226,82229,82228,82237,82238
13325:1592,12508,26722,669,17,175,1326,14754,2155,7680
13335:17,302,58,654,8,76,84,29,542,518
13339:7021,9289,10492,17567,37869,6503,13889,3672,45956,50306
13353:17,302,616,654,58,76,8,518,15,70
13367:168,76,984,463,661,564,508,1326,17,2318
13375:2703,82229,82230,82231,82228,82225,82226,82227,82235,82236
13377:1965,2717,5567,17,302,654,616,76,58,650
13380:15089,32752,82231,82230,82227,82228,82229,82236,82237,82238
13387:2194,87381,3484,51224,52805,870,6178,554,87802,2917
13392:9286,66642,25481,23508,55118,34551,23964,18338,34896,1227
13414:395,302,654,616,58,84,8,29,518,76
13425:17985,2001,1780,13419,2121,34651,302,29298,95140,81095
13432:1572,17,616,787,654,518,302,58,8,84
13434:15976,302,654,616,58,84,8,29,76,518
13435:37694,17,302,654,58,616,361,76,70,542
13436:23824,13895,46994,14600,25716,245,19433,6379,10602,1446
13444:1009,303,40,1039,17,302,616,654,8,58
13445:17,302,654,58,84,8,650,518,29,542
13447:5477,11404,5477,22182,82231,82227,82230,82228,82229,82232
13459:18287,5214,17,76,616,564,302,654,58,226
13464:168,76,17,616,302,168,654,58,8,736
13466:1382,17,616,654,302,70,58,8,84,518
13467:17,302,616,8,654,84,76,58,542,650
13469:654,58,616,84,8,76,1102,650,354,301
13470:42505,24825,18920,6951,39399,33228,1337,5319,1997,17835
13504:947,302,58,616,84,29,8,76,354,1102
13506:9006,302,17,654,58,616,84,650,285,354
13511:1550,49217,2626,25022,302,654,616,84,58,8
13525:39466,37225,58978,86935,28825,78875,85974,38252,12469,69087
13526:1326,168,1460,76,226,719,5738,508,564,378
13530:17,780,302,76,262,58,226,654,616,564
13533:17,302,654,616,8,29,84,518,650,542
13534:42665,13516,32975,82232,82231,82229,82230,82228,82237,82238
13535:17,4755,157,245,3196,508,189,564,61,10541
13564:17,616,302,8,654,650,542,76,58,518
13568:508,76,564,4697,17,616,245,65,327,1382
13584:3632,17,616,654,302,58,15,518,8,61
13590:2405,82230,82232,82231,82227,82226,82229,82228,82237,82238
13596:17,654,302,58,616,84,354,8,76,518
13602:28536,54357,17,302,654,58,8,542,518,84
13607:17,138,70,302,654,354,84,58,29,616
13613:17,654,302,616,29,84,650,8,76,289
13618:82233,82231,82232,82228,82227,82230,82229,82238,82239,82240
